Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
35,1232,16,3,1,406,3,96,3,3,2,8020,0,15,80,2,12,3,2,11,6,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,566,18,4,1,407,3,81,4,1,4,3688,4,18,80,2,4,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51,1302,2,3,1,408,4,84,1,2,2,5482,5,18,80,1,13,3,3,4,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,334,2,4,1,410,4,88,3,4,2,16015,1,19,80,0,22,2,3,22,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18,812,10,3,1,411,4,69,2,1,3,1200,1,12,80,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28,1476,16,2,1,412,2,68,4,2,1,5661,0,19,80,0,9,2,3,8,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
31,218,7,3,1,416,2,100,4,2,4,6929,4,11,80,1,10,3,2,8,7,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,1132,1,3,1,417,3,48,4,3,4,9613,0,17,80,3,19,5,2,18,3,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
36,1105,24,4,1,419,2,47,3,2,2,5674,7,15,80,1,11,3,3,9,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,906,7,3,1,420,4,91,2,2,3,5484,1,14,80,1,13,3,2,13,4,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38,849,25,2,1,421,1,81,2,3,2,12061,3,17,80,1,19,2,3,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
58,390,1,4,1,422,4,32,1,2,3,5660,2,13,80,1,12,2,3,5,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,691,5,4,1,423,3,86,3,1,4,4821,0,12,80,1,6,4,3,5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,106,2,3,1,424,1,62,2,2,1,6410,3,12,80,0,9,1,3,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,1249,7,3,1,425,1,97,3,3,1,5210,1,18,80,1,24,2,3,24,9,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,192,2,4,1,426,3,32,3,1,4,2695,0,18,80,1,3,2,1,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,553,5,4,1,428,4,74,3,3,2,11878,6,11,80,2,12,2,3,10,8,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39,117,10,1,1,429,3,99,3,4,1,17068,1,14,80,0,21,3,3,21,11,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,185,10,4,1,430,3,33,3,1,4,2455,0,19,80,0,9,5,3,8,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49,1091,1,2,1,431,3,90,2,4,3,13964,7,12,80,0,25,2,3,7,0,7,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52,723,8,4,1,433,3,85,2,2,2,4941,2,15,80,0,11,3,2,8,7,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27,1220,5,3,1,434,3,85,3,1,2,2478,1,12,80,0,4,2,2,4,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,588,8,2,1,436,3,65,2,2,2,5228,1,11,80,0,13,2,3,13,11,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27,1377,2,3,1,437,4,74,3,2,3,4478,1,11,80,0,5,3,3,5,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,691,7,3,1,438,4,73,3,2,4,7547,4,12,80,3,13,3,3,7,1,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,1018,2,4,1,439,1,74,4,2,4,5055,7,16,80,0,10,0,2,7,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,1157,2,4,1,440,1,84,1,1,4,3464,5,13,80,0,5,4,2,3,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,1275,28,2,1,441,4,64,3,2,4,5775,1,13,80,2,11,2,3,10,1,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,798,7,2,1,442,3,48,2,3,3,8943,1,24,80,1,10,2,3,10,8,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,672,7,2,1,444,3,54,2,5,4,19272,1,15,80,1,21,2,3,21,13,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
39,1162,3,2,1,445,4,41,3,2,3,5238,4,18,80,0,12,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
33,508,10,3,1,446,2,46,2,2,4,4682,3,14,80,0,9,6,2,7,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,1482,5,5,1,447,4,42,3,5,3,18300,4,11,80,1,21,2,3,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43,559,10,4,1,448,3,82,2,2,3,5257,1,11,80,1,9,3,4,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,210,1,1,1,449,3,73,3,2,2,6349,0,13,80,1,6,0,3,5,1,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
54,928,20,4,1,450,4,31,3,2,3,4869,3,12,80,0,20,4,2,4,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43,1001,7,3,1,451,3,43,3,3,1,9985,8,16,80,1,10,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
45,549,8,4,1,452,4,75,3,2,4,3697,9,14,80,2,12,3,3,10,9,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40,1124,1,2,1,453,2,57,1,2,4,7457,2,22,80,3,6,2,2,4,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29,318,8,4,1,454,2,77,1,1,1,2119,1,11,80,0,7,4,2,7,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,738,9,5,1,455,2,30,2,1,4,3983,0,17,80,0,4,2,3,3,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30,570,5,3,1,456,4,30,2,2,3,6118,1,13,80,3,10,2,3,10,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,1130,8,4,1,458,2,56,3,2,2,6214,1,18,80,1,8,3,3,8,0,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,1192,5,2,1,460,4,61,3,2,4,6347,7,16,80,2,8,2,2,6,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38,343,15,2,1,461,3,92,2,3,4,11510,0,14,80,1,12,3,3,11,2,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,1232,7,4,1,462,3,39,3,3,4,7143,1,14,80,0,11,2,2,11,4,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,144,10,1,1,463,4,39,2,2,2,8268,1,14,80,2,7,2,3,7,1,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,1296,5,4,1,464,3,62,3,3,2,8095,0,13,80,0,17,5,3,16,0,13,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,1309,26,1,1,465,3,83,3,1,4,2904,1,12,80,2,4,2,2,4,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41,483,6,3,1,466,4,95,2,2,2,6032,6,15,80,0,8,3,3,5,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,1309,4,1,1,467,2,99,3,2,3,2976,3,19,80,0,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,810,23,5,1,468,1,44,3,4,4,15992,2,14,80,0,16,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29,746,2,3,1,469,4,61,3,2,3,4649,1,14,80,1,4,3,2,4,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42,544,2,1,1,470,3,52,3,1,3,2696,0,11,80,1,4,5,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
32,1062,2,3,1,471,3,75,3,1,2,2370,1,13,80,1,8,4,3,8,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
48,530,29,1,1,473,1,91,3,3,3,12504,3,21,80,1,15,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37,1319,6,3,1,474,3,51,4,2,1,5974,4,13,80,2,13,2,3,7,6,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,641,25,2,1,475,4,85,3,2,3,4736,7,12,80,1,4,2,4,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,933,1,3,1,476,3,57,3,2,3,5296,1,17,80,1,8,3,3,8,7,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42,1332,2,4,1,477,1,98,2,2,4,6781,3,23,80,0,14,6,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
21,756,1,1,1,478,1,99,2,1,2,2174,1,11,80,0,3,3,3,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,845,1,5,1,479,4,45,3,2,4,6653,4,15,80,0,7,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36,541,3,4,1,481,1,48,2,3,4,9699,4,11,80,1,16,2,3,13,1,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57,593,1,4,1,482,4,88,3,2,3,6755,2,11,80,0,15,2,3,3,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,1171,10,4,1,483,4,46,4,1,3,2213,3,13,80,1,10,3,3,7,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,895,9,2,1,484,1,39,3,1,4,2610,1,24,80,0,3,3,2,3,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,350,5,3,1,485,4,34,3,1,3,2851,1,13,80,0,1,2,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,921,10,3,1,486,3,98,3,1,1,3452,6,20,80,1,17,3,3,5,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
46,1144,7,4,1,487,3,30,3,2,3,5258,2,14,80,0,7,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,143,4,3,1,488,1,56,3,2,2,9355,1,18,80,0,8,5,3,8,7,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,1046,10,3,1,491,4,100,2,3,4,10496,6,15,80,0,20,2,3,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
40,575,22,2,1,492,3,68,2,2,3,6380,2,12,80,2,8,6,3,6,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,408,9,4,1,493,3,42,2,1,2,2657,0,16,80,0,3,5,3,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,156,12,3,1,494,3,90,4,1,2,2716,1,15,80,0,1,0,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1283,23,3,1,495,4,54,3,1,4,2201,9,16,80,0,6,4,3,3,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,755,9,4,1,496,3,97,2,2,2,6540,9,19,80,0,10,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27,1469,1,2,1,497,4,82,3,1,2,3816,1,11,80,1,5,2,3,5,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,304,9,4,1,498,2,92,3,2,4,5253,1,16,80,0,7,1,3,7,0,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49,1261,7,3,1,499,2,31,2,3,3,10965,8,24,80,0,26,2,3,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
51,1178,14,2,1,500,3,87,3,2,4,4936,4,11,80,1,18,2,2,7,0,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36,329,2,3,1,501,4,96,3,1,3,2543,4,13,80,1,6,3,3,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,1362,19,3,1,502,1,67,4,2,4,5304,8,13,80,0,9,3,2,5,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,1311,2,3,1,505,3,97,3,4,4,16659,2,13,80,0,30,2,3,5,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,1371,10,4,1,507,4,77,3,2,3,4260,1,12,80,1,5,2,4,5,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30,202,2,1,1,508,3,72,3,1,2,2476,1,18,80,1,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,575,3,1,1,510,3,73,3,1,1,3102,0,22,80,0,7,2,3,6,0,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22,253,11,3,1,511,1,43,3,1,2,2244,1,13,80,1,2,1,3,2,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,164,2,2,1,513,2,61,2,3,3,7596,1,13,80,2,10,2,3,10,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30,464,4,3,1,514,3,40,3,1,4,2285,9,23,80,0,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,1107,14,3,1,515,4,95,3,1,1,3034,1,12,80,1,18,2,2,18,12,17,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,759,2,2,1,516,4,46,3,2,2,5715,7,12,80,2,8,5,3,5,1,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42,201,1,4,1,517,2,95,3,1,1,2576,3,16,80,1,8,5,3,5,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1305,10,4,1,518,3,49,3,2,2,4197,2,12,80,0,18,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,982,12,3,1,520,1,59,2,4,2,14336,1,11,80,1,25,3,3,25,3,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40,555,2,3,1,521,2,78,2,2,3,3448,6,22,80,1,20,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
54,821,5,2,1,522,1,86,3,5,1,19406,4,11,80,1,24,4,2,4,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34,1381,4,4,1,523,3,72,3,2,3,6538,9,15,80,1,6,3,3,3,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,480,7,2,1,524,2,31,3,2,1,4306,1,12,80,1,13,5,1,13,3,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
43,313,21,3,1,525,4,61,3,1,4,2258,7,20,80,1,8,1,3,3,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
43,1473,8,4,1,526,3,74,3,2,3,4522,4,14,80,0,8,3,3,5,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25,891,4,2,1,527,2,99,2,2,4,4487,1,11,80,0,5,3,3,5,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1063,25,5,1,529,2,72,3,2,3,4449,3,15,80,2,15,2,3,13,10,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,329,1,2,1,530,4,98,2,1,1,2218,1,12,80,1,4,3,3,4,3,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1218,1,1,1,531,2,52,3,5,3,19197,1,14,80,1,21,3,3,21,1,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
56,906,6,3,1,532,3,86,4,4,1,13212,9,11,80,3,36,0,2,7,7,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,1082,12,3,1,533,2,83,3,2,3,6577,0,11,80,0,6,6,3,5,4,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,645,1,3,1,534,2,49,4,3,1,8392,1,16,80,1,10,2,3,10,0,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28,1300,17,2,1,536,3,79,3,2,1,4558,1,12,80,1,10,2,3,10,1,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,688,3,3,1,538,1,91,3,1,1,4031,5,13,80,1,6,5,3,2,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52,319,3,3,1,543,4,39,2,3,3,7969,2,14,80,0,28,4,3,5,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,192,10,2,1,544,1,69,3,1,4,2654,3,21,80,2,8,3,2,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52,1490,4,2,1,546,4,30,3,4,4,16555,2,13,80,0,31,2,1,5,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42,532,29,2,1,547,1,92,3,2,3,4556,2,11,80,1,19,3,3,5,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,317,2,3,1,548,3,43,1,2,4,6091,2,20,80,0,11,2,3,5,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60,422,7,3,1,549,1,41,3,5,1,19566,5,11,80,0,33,5,1,29,11,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
46,1485,18,3,1,550,3,87,3,2,3,4810,2,14,80,1,19,5,2,10,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42,1368,28,4,1,551,4,88,2,2,4,4523,0,11,80,3,7,4,4,6,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
24,1448,1,1,1,554,1,62,3,1,2,3202,1,16,80,0,6,4,3,5,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,296,6,2,1,555,4,33,1,1,3,2351,0,16,80,1,3,3,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,1490,2,2,1,556,4,42,3,1,4,1702,1,23,80,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1398,2,4,1,558,3,79,3,5,3,18041,0,14,80,0,21,2,3,20,1,12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26,1349,23,3,1,560,1,90,3,1,4,2886,1,22,80,2,3,3,1,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,1400,3,3,1,562,3,53,3,1,4,2097,4,15,80,1,9,3,1,5,1,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,986,3,4,1,564,2,93,2,3,3,11935,1,18,80,0,10,2,3,10,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,408,25,5,1,565,3,71,2,1,2,2546,5,16,80,0,6,2,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,489,2,2,1,566,1,52,2,1,4,2564,1,12,80,0,1,3,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30,1398,22,4,1,567,3,69,3,3,1,8412,0,11,80,0,10,3,3,9,7,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57,210,29,3,1,568,1,56,2,4,4,14118,3,12,80,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50,1099,29,4,1,569,2,88,2,4,3,17046,0,15,80,1,28,2,3,27,15,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30,1116,2,3,1,571,3,49,3,1,4,2564,0,14,80,0,12,2,2,11,6,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
60,1499,28,3,1,573,3,80,2,3,1,10266,4,19,80,0,22,5,4,18,13,11,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,983,2,2,1,574,1,65,3,2,4,5070,5,13,80,3,20,2,3,5,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,1009,2,3,1,575,1,51,3,4,3,17861,6,13,80,0,26,2,1,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,144,22,3,1,577,4,46,1,1,3,4230,0,15,80,0,6,2,3,5,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,548,8,4,1,578,3,42,3,2,3,3780,7,11,80,0,19,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1303,2,4,1,579,4,62,2,1,3,2768,3,12,80,1,14,3,3,7,5,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,1125,10,3,1,580,3,94,2,3,4,9071,2,19,80,1,15,3,3,3,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,1274,9,1,1,581,3,33,3,3,2,10648,1,25,80,1,13,6,4,13,0,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,1277,15,1,1,582,2,56,3,3,3,13610,7,12,80,0,15,2,4,7,7,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
33,587,10,1,1,584,1,38,1,1,4,3408,7,13,80,3,8,2,3,4,1,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,413,7,1,1,585,4,57,3,1,2,2983,0,14,80,0,4,3,3,3,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,1276,16,3,1,586,4,72,3,3,3,7632,4,12,80,0,10,2,3,8,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,534,20,3,1,587,1,66,3,3,3,9824,3,12,80,0,12,2,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34,988,23,3,1,590,2,43,3,3,1,9950,9,15,80,3,11,2,3,3,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,1474,5,2,1,591,2,97,3,1,3,2093,4,17,80,1,8,4,3,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
36,635,10,4,1,592,2,32,3,3,4,9980,1,14,80,0,10,3,2,10,9,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22,1368,4,1,1,593,3,99,2,1,3,3894,5,16,80,0,4,3,3,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48,163,2,5,1,595,2,37,3,2,4,4051,2,14,80,1,14,2,3,9,6,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,1117,18,5,1,597,1,83,3,4,2,16835,3,23,80,0,37,2,3,10,7,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,267,10,2,1,599,4,56,3,2,4,6230,7,14,80,0,16,3,3,14,1,10,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,619,1,3,1,600,2,85,3,2,3,4717,9,11,80,0,15,2,3,11,6,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
